r_cm,C_100s,C_300s,C_600s,C_900s,C_1200s,C_1500s,C_1800s
1.0833333333333335,2.55,2.549999983822198,2.5499514085448207,2.5491474768588858,2.5461104942516717,2.5398681041163136,2.5302548799551166
1.0999999999999999,2.55,2.5499999723511206,2.5499358552998777,2.548968668816383,2.5454984072145344,2.53858493106906,2.528154464623572
1.1166666666666667,2.55,2.5499999531542974,2.549915674251883,2.548755669971201,2.5447999912295156,2.5371582643013895,2.525859300325285
1.1333333333333333,2.55,2.549999921323461,2.549889605778608,2.5485026834023037,2.5440047735210234,2.5355746987263514,2.523354716095631
1.15,2.55,2.549999869018272,2.5498560795166725,2.5482030557277375,2.543101216478815,2.533819816859675,2.5206251747317405
1.1666666666666665,2.55,2.5499997838168262,2.5498131446713375,2.547849165790768,2.542076624186847,2.5318781221151236,2.517654225690646
1.1833333333333333,2.55,2.5499996463005505,2.5497584065335657,2.5474324021622574,2.540917251849431,2.529733277928001,2.5144248439182766
1.2,2.55,2.5499994263382892,2.549688924506246,2.5469429839365487,2.5396080776708234,2.5273678262233283,2.5109190941191857
1.2166666666666666,2.55,2.5499990775605017,2.5496011007336192,2.5463698245145303,2.538132703663451,2.5247631222301226,2.507118086537639
1.2333333333333334,2.5499999999999994,2.549998529576634,2.5494905873201135,2.545700535981301,2.5364735347463347,2.5218996586491023,2.5030024016764543
1.25,2.5499999999999976,2.5499976763103835,2.5493521265302794,2.5449211964573952,2.534611495835104,2.518756723041028,2.4985516895267565
1.2666666666666666,2.5499999999999896,2.5499963592330808,2.5491793838236303,2.5440161926161,2.532525932190886,2.515312337230846,2.4937446295855548
1.2833333333333334,2.5499999999999625,2.5499943447116684,2.5489648251593837,2.542968276465302,2.530194882529193,2.5115436838203533,2.488559452857107
1.3,2.549999999999872,2.5499912908914566,2.548699480605379,2.5417582714459206,2.527594731719669,2.5074266921489885,2.4829734668127954
1.3166666666666667,2.549999999999574,2.549986701756613,2.5483727107902236,2.540364901842617,2.524700117010629,2.502935985165512,2.47696302055612
1.3333333333333333,2.549999999998619,2.549979867830546,2.5479720655530023,2.5387649370682777,2.5214843221118413,2.498045425349354,2.4705041344143375
1.35,2.5499999999956384,2.549969781425219,2.5474829542854978,2.5369328288133364,2.5179188541042197,2.492727617601736,2.4635719408355845
1.3666666666666665,2.549999999986583,2.5499550234355324,2.546888343474453,2.5348405401473575,2.513973362209946,2.486953865813818,2.456140654927203
1.3833333333333333,2.5499999999598164,2.5499336245389648,2.546168628324041,2.5324578214550773,2.509616180776541,2.4806948538965545,2.448184320198936
1.4000000000000001,2.54999999988284,2.549902870567086,2.545301199621325,2.529751770088961,2.5048138166983005,2.473920052694143,2.439676155187163
1.4166666666666665,2.549999999667281,2.5498590529947958,2.5442600853122084,2.5266866756002266,2.499530886711223,2.4665976873265967,2.430588528647509
1.4333333333333333,2.5499999990801068,2.5497971810049065,2.543015895398478,2.5232244781189115,2.493730835978588,2.4586955664490997,2.4208938276152683
1.45,2.5499999975238468,2.5497105828206434,2.5415352851092003,2.5193242393783124,2.4873753196015085,2.4501803791275414,2.410563699271209
1.4666666666666666,2.5499999935076234,2.5495904177126176,2.53978057381092,2.5149420218767764,2.4804241625103534,2.441017672357309,2.3995690288332474
1.4833333333333332,2.5499999834251756,2.549425154038114,2.537709856718554,2.5100315826933537,2.4728362765893923,2.431172837880195,2.38788093309695
1.5,2.549999958795281,2.549199847039568,2.535276374223074,2.5045437398798214,2.4645689168797302,2.4206102839735455,2.3754698868518354
1.5166666666666666,2.5499999002102633,2.5488953019884275,2.5324281620801368,2.4984263013016053,2.4555776649423486,2.4092934203203917,2.362305699916496
1.5333333333333332,2.5499997646359733,2.548487267892628,2.529108453355515,2.4916250429082827,2.445817561063619,2.3971858067813896,2.34835863575997
1.55,2.5499994593028648,2.5479452947636796,2.52525496803039,2.4840829472398918,2.4352422127499045,2.3842501841767394,2.3335984114510286
1.5666666666666667,2.54999878968196,2.5472314996328125,2.5207996616995514,2.4757401915447836,2.4238037979671656,2.3704484608253433,2.317994168151279
1.583333333333333,2.549997360695508,2.5462995606002385,2.515669556796448,2.4665354484116753,2.4114544200853993,2.3557430217063358,2.3015157103022803
1.6,2.5499943923680006,2.545093167694537,2.5097859585400246,2.4564049639994363,2.3981450433589195,2.340095601308683,2.2841323672475506
1.6166666666666667,2.549988387424138,2.543544514408201,2.5030643669998973,2.445282604715671,2.383825506693896,2.3234672624300017,2.2658129484858005
1.633333333333333,2.549976563796953,2.541573435570852,2.495415867355325,2.433101499904673,2.368446097902719,2.305819857193944,2.246527094103769
1.6500000000000001,2.5499538975346137,2.539085666479267,2.486746253626462,2.419792917259986,2.351956287852594,2.2871147232734517,2.226243984089555
1.6666666666666667,2.549911571686636,2.5359714411502434,2.4769561452555546,2.4052863532833033,2.3343047380973068,2.2673126403306334,2.2049322650194956
1.6833333333333331,2.549834622001175,2.532105435938414,2.465943025676687,2.389511513353904,2.3154410778850654,2.2463754260873463,2.182561496438994
1.6999999999999997,2.5496983735239187,2.5273452529551603,2.453600214767428,2.3723969313071125,2.2953144045765996,2.22426443329851,2.1591006890217166
1.7166666666666668,2.5494633144236163,2.521530727966449,2.439817185650948,2.353870071410451,2.273873258578194,2.2009404610712586,2.13451818158448
1.7333333333333332,2.5490683341013085,2.514485540967152,2.424482270195836,2.333859611841061,2.2510675708895236,2.1763654584734207,2.1087831596606663
1.7499999999999998,2.548421655321327,2.5060163696874485,2.4074813705694305,2.3122937439928193,2.2268468897523173,2.150500790607228,2.081863993124495
1.7666666666666668,2.5473895721614177,2.4959134999872106,2.3886984096164796,2.2891002318287272,2.2011602811699285,2.1233070677277337,2.053728028175413
1.7833333333333332,2.545784286819051,2.483954825583353,2.368018628864053,2.264208930610458,2.173958394462651,2.0947459126865176,2.024343140105513
1.7999999999999998,2.5433498850763807,2.4699058250286625,2.345326876383009,2.2375496850686662,2.145191358466896,2.0647779443168774,1.9936758185355599
1.8166666666666669,2.5397486191516188,2.453521691389614,2.320508050828687,2.209052260788461,2.114808539417878,2.033362459811614,1.961690810648961
1.8333333333333333,2.5345519480004737,2.4345538686206347,2.2934508115081007,2.178648986558843,2.0827606410844726,2.0004591934542355,1.9283526416602195
1.8499999999999999,2.527233083843475,2.412750406948076,2.2640452248456717,2.146272136942028,2.0489971762933257,1.9660259214242066,1.893623346759315
1.8666666666666665,2.5171666099577896,2.3878591471795647,2.2321829758092213,2.111853594825284,2.0134659613427166,1.9300178761169446,1.8574618403940628
1.8833333333333333,2.5036423183143306,2.35963607013723,2.1977611901199596,2.0753274364095375,1.9761151086067923,1.8923893629845805,1.8198252721804882
1.9,2.48588147913973,2.327844898993325,2.160679143828603,2.036626601363803,1.9368898893325845,1.8530907894744812,1.780666190924684
1.9166666666666665,2.463064740788832,2.2922601289811375,2.1208378862445856,1.9956820249002853,1.8957317214241882,1.8120675571890188,1.739931367600952
1.9333333333333333,2.434377791693901,2.25267560126369,2.0781437047309095,1.9524248388444885,1.8525797679302862,1.7692612487793935,1.6975626825189727
1.95,2.3990483328565215,2.208901700216901,2.0325034199380987,1.9067819155133328,1.8073667673211635,1.7246056203538414,1.653493215745874
1.9666666666666666,2.356389392254698,2.1607664194742355,1.9838227773296375,1.858673900429692,1.7600169379827444,1.6780243548136005,1.607644853610776
1.9833333333333332,2.305851632011755,2.1081218955634218,1.9320087103059778,1.808016314429443,1.7104464696275503,1.6294310651367219,1.5599278909883008
2.0,2.2470463632838253,2.050837132502096,1.8769621837134907,1.7547129242105268,1.6585571895346265,1.578723009924448,1.5102346853625193
